state,city,median_income
IL,South Beloit city,64525
IL,Sparta city,37264
IL,Springfield city,49868
IL,Spring Valley city,43583
IL,Staunton city,41523
IL,Sterling city,39679
IL,Streator city,39935
IL,Sullivan city,38351
IL,Sumner city,33125
IL,Sycamore city,64080
IL,Taylorville city,42480
IL,Toluca city,46250
IL,Toulon city,42875
IL,Trenton city,63621
IL,Troy city,69137
IL,Tuscola city,49734
IL,Urbana city,32105
IL,Vandalia city,42194
IL,Venice city,20505
IL,Vienna city,33438
IL,Villa Grove city,42500
IL,Virden city,43617
IL,Virginia city,46375
IL,Wamac city,29188
IL,Warrenville city,75517
IL,Warsaw city,46827
IL,Washington city,71964
IL,Waterloo city,73765
IL,Watseka city,36511
IL,Waukegan city,45845
IL,Waverly city,47375
IL,Wenona city,50972
IL,West Chicago city,69071
IL,West Frankfort city,33784
IL,West Peoria city,42500
IL,Wheaton city,85705
IL,White Hall city,35833
IL,Wilmington city,56007
IL,Winchester city,41250
IL,Windsor city,38403
IL,Witt city,43472
IL,Wood Dale city,62964
IL,Wood River city,41349
IL,Woodstock city,56355
IL,Wyoming city,39850
IL,Yorkville city,89850
IL,Zeigler city,34036
IL,Zion city,46313
IN,Alexandria city,39241
IN,Anderson city,33644
IN,Angola city,40107
IN,Attica city,37019
IN,Auburn city,44889
IN,Aurora city,37429
IN,Austin city,34313
IN,Batesville city,54464
IN,Bedford city,37706
IN,Beech Grove city,36487
IN,Berne city,44737
IN,Bicknell city,26979
IN,Bloomington city,30019
IN,Bluffton city,40692
IN,Boonville city,42955
IN,Brazil city,28797
IN,Butler city,37277
IN,Cannelton city,25457
IN,Carmel city,106433
IN,Charlestown city,43684
IN,Clinton city,37888
IN,Columbia City city,42590
IN,Columbus city,56816
IN,Connersville city,32190
IN,Covington city,49455
IN,Crawfordsville city,33943
IN,Crown Point city,63754
IN,Decatur city,39808
IN,Delphi city,36850
IN,Dunkirk city,30492
IN,East Chicago city,26486
IN,Elkhart city,35371
IN,Elwood city,36282
IN,Evansville city,35785
IN,Fort Wayne city,43774
IN,Frankfort city,38801
IN,Franklin city,51033
IN,Garrett city,41607
IN,Gary city,28020
IN,Gas City city,41979
IN,Goshen city,41117
IN,Greencastle city,45315
IN,Greendale city,58281
IN,Greenfield city,53459
IN,Greensburg city,44744
IN,Greenwood city,54176
IN,Hammond city,39576
IN,Hartford City city,37934
IN,Hobart city,58246
IN,Huntingburg city,41578
IN,Huntington city,38018
IN,Indianapolis,41987
IN,Jasonville city,29109
IN,Jasper city,53044
IN,Jeffersonville city,50990
IN,Jonesboro city,32857
IN,Kendallville city,39799
IN,Knox city,33125
IN,Kokomo city,37623
IN,Lafayette city,40419
IN,Lake Station city,39309
IN,La Porte city,34900
IN,Lawrence city,48731
IN,Lawrenceburg city,38428
IN,Lebanon city,45424
IN,Ligonier city,38953
IN,Linton city,36433
IN,Logansport city,32982
IN,Loogootee city,39070
IN,Madison city,46153
IN,Marion city,32716
IN,Martinsville city,36403
IN,Michigan City city,35503
IN,Mishawaka city,38143
IN,Mitchell city,34576
IN,Monticello city,36330
IN,Montpelier city,33447
IN,Mount Vernon city,46422
IN,Muncie city,31044
IN,Nappanee city,48918
IN,New Albany city,40413
IN,New Castle city,32840
IN,New Haven city,46560
IN,Noblesville city,69841
IN,North Vernon city,38725
IN,Oakland City city,35125
IN,Peru city,33107
IN,Petersburg city,35918
IN,Plymouth city,34478
IN,Portage city,53730
IN,Portland city,34375
IN,Princeton city,40488
IN,Rensselaer city,43560
IN,Richmond city,30357
IN,Rising Sun city,37596
IN,Rochester city,36692
IN,Rockport city,29716
IN,Rushville city,34942
IN,Salem city,31980
IN,Scottsburg city,41007
IN,Seymour city,44310
IN,Shelbyville city,43395
IN,South Bend city,34523
IN,Southport city,54828
IN,Sullivan city,27083
IN,Tell City city,41900
IN,Terre Haute city,31817
IN,Tipton city,39099
IN,Union City city,31238
IN,Valparaiso city,49509
IN,Vincennes city,35455
IN,Wabash city,39532
IN,Warsaw city,46195
IN,Washington city,41445
IN,Westfield city,86025
IN,West Lafayette city,27527
IN,Whiting city,52586
IN,Winchester city,32273
IN,Woodburn city,52989
IA,Ackley city,44063
IA,Ackworth city,40000
IA,Adair city,48188
IA,Adel city,56319
IA,Afton city,42137
IA,Agency city,37857
IA,Ainsworth city,42212
IA,Akron city,41161
IA,Albert City city,44342
IA,Albia city,44230
IA,Albion city,53750
IA,Alburnett city,66875
IA,Alden city,48173
IA,Alexander city,39375
IA,Algona city,50512
IA,Alleman city,81818
IA,Allerton city,39688
IA,Allison city,52750
IA,Alta city,46458
IA,Alta Vista city,40000
IA,Alton city,62232
IA,Altoona city,69748
IA,Alvord city,53750
IA,Ames city,41616
IA,Anamosa city,41092
IA,Andover city,54063
IA,Andrew city,44583
IA,Anita city,40429
IA,Ankeny city,75465
IA,Anthon city,37159
IA,Aplington city,51838
IA,Arcadia city,54010
IA,Archer city,46667
IA,Aredale city,25000
IA,Arion city,40750
IA,Arispe city,36000
IA,Arlington city,41500
IA,Armstrong city,47000
IA,Arnolds Park city,46518
IA,Arthur city,40833
IA,Asbury city,89559
IA,Ashton city,46250
IA,Aspinwall city,57500
IA,Atalissa city,57500
IA,Atkins city,84917
IA,Atlantic city,37397
IA,Auburn city,38021
IA,Audubon city,37983
IA,Aurelia city,50556
IA,Aurora city,47321
IA,Avoca city,50735
IA,Ayrshire city,28750
IA,Badger city,60536
IA,Bagley city,45556
IA,Baldwin city,33125
IA,Balltown city,55938
IA,Bancroft city,44375
IA,Bankston city,113393
IA,Barnes City city,37500
IA,Barnum city,53750
IA,Bassett city,47813
IA,Batavia city,39808
IA,Battle Creek city,38056
IA,Baxter city,53500
IA,Bayard city,47721
IA,Beacon city,32917
IA,Beaman city,53750
IA,Beaver city,51250
IA,Bedford city,34750
IA,Belle Plaine city,39732
IA,Bellevue city,44089
IA,Belmond city,38511
IA,Bennett city,50556
IA,Benton city,57969
IA,Berkley city,38750
IA,Bernard city,53750
IA,Bertram city,93750
IA,Bettendorf city,75373
IA,Bevington city,39167
IA,Birmingham city,40833
IA,Blairsburg city,52500
IA,Blairstown city,50729
IA,Blakesburg city,32500
IA,Blanchard city,59375
IA,Blencoe city,39792
IA,Blockton city,30938
IA,Bloomfield city,42234
IA,Blue Grass city,64185
IA,Bode city,41250
IA,Bonaparte city,30909
IA,Bondurant city,63542
IA,Boone city,46486
IA,Bouton city,40625
IA,Boxholm city,33750
IA,Boyden city,59250
IA,Braddyville city,50500
IA,Bradgate city,35000
IA,Brandon city,43750
IA,Brayton city,37321
IA,Breda city,59375
IA,Bridgewater city,44107
IA,Brighton city,39107
IA,Bristow city,37188
IA,Britt city,44432
IA,Bronson city,68750
IA,Brooklyn city,47284
IA,Brunsville city,56250
IA,Buckeye city,41786
IA,Buck Grove city,30000
IA,Buffalo city,44922
IA,Buffalo Center city,41087
IA,Burlington city,39586
IA,Burt city,39333
IA,Bussey city,36250
IA,Calamus city,55000
IA,Callender city,45313
IA,Calmar city,44297
IA,Calumet city,59063
IA,Camanche city,56318
IA,Cambridge city,54196
IA,Cantril city,34583
IA,Carbon city,28750
IA,Carlisle city,57794
IA,Carroll city,43078
IA,Carson city,47039
IA,Carter Lake city,48333
IA,Cascade city,47344
IA,Casey city,40000
IA,Castalia city,45357
IA,Castana city,22143
IA,Cedar Falls city,55808
IA,Cedar Rapids city,53581
IA,Center Junction city,55000
IA,Center Point city,79545
IA,Centerville city,31270
IA,Central City city,54453
IA,Centralia city,50938
IA,Chariton city,33167
IA,Charles City city,39053
IA,Charlotte city,47955
IA,Charter Oak city,49167
IA,Chelsea city,41000
IA,Cherokee city,40811
IA,Chester city,37813
IA,Chillicothe city,45536
IA,Churdan city,38125
IA,Cincinnati city,33500
IA,Clare city,54583
IA,Clarence city,44196
IA,Clarinda city,42551
IA,Clarion city,37583
IA,Clarksville city,43750
IA,Clayton city,48750
IA,Clearfield city,32266
IA,Clear Lake city,49219
IA,Cleghorn city,46000
IA,Clemons city,58750
IA,Clermont city,42813
IA,Clinton city,41813
IA,Clio city,42083
IA,Clive city,93160
IA,Clutier city,38125
IA,Coburg city,43125
IA,Coggon city,51719
IA,Coin city,43125
IA,Colesburg city,53594
IA,Colfax city,44706
IA,College Springs city,31786
IA,Collins city,55000
IA,Colo city,49688
IA,Columbus City city,56103
IA,Columbus Junction city,49167
IA,Colwell city,46250
IA,Conesville city,42692
IA,Conrad city,45313
IA,Conway city,35625
IA,Coon Rapids city,44674
IA,Coppock city,29531
IA,Coralville city,58744
IA,Corning city,41849
IA,Correctionville city,40119
IA,Corwith city,37857
IA,Corydon city,43646
IA,Cotter city,55500
IA,Coulter city,51250
IA,Council Bluffs city,45551
IA,Craig city,78125
IA,Crawfordsville city,41719
IA,Crescent city,81731
IA,Cresco city,47426
IA,Creston city,40782
IA,Cromwell city,62500
IA,Crystal Lake city,34432
IA,Cumberland city,26953
IA,Cumming city,105000
IA,Curlew city,31429
IA,Cushing city,36667
IA,Cylinder city,54750
IA,Dakota City city,42708
IA,Dallas Center city,69265
IA,Dana city,30694
IA,Danbury city,43906
IA,Danville city,50694
IA,Davenport city,47343
IA,Davis City city,26875
IA,Dawson city,35938
IA,Dayton city,41406
IA,Decatur City city,41250
IA,Decorah city,50388
IA,Dedham city,55000
IA,Deep River city,38750
IA,Defiance city,43500
IA,Delaware city,48438
IA,Delhi city,55000
IA,Delmar city,49762
IA,Deloit city,33500
IA,Delphos city,11000
IA,Delta city,23750
IA,Denison city,44622
IA,Denver city,55500
IA,Derby city,48750
IA,Des Moines city,46290
IA,De Soto city,56250
IA,De Witt city,58750
IA,Dexter city,54688
IA,Diagonal city,37222
IA,Dickens city,45625
IA,Dike city,67500
IA,Dixon city,44688
IA,Dolliver city,49583
IA,Donahue city,78750
IA,Donnellson city,37656
IA,Doon city,52708
IA,Dougherty city,49375
IA,Dow City city,36750
IA,Dows city,36875
IA,Drakesville city,30625
IA,Dubuque city,47450
IA,Dumont city,47917
IA,Duncombe city,37188
IA,Dundee city,42083
IA,Dunkerton city,55938
IA,Dunlap city,50000
IA,Durango city,35625
IA,Durant city,60625
IA,Dyersville city,49392
IA,Dysart city,56875
IA,Eagle Grove city,39654
IA,Earlham city,59455
IA,Earling city,44000
IA,Earlville city,59464
IA,Early city,40000
IA,East Peru city,25000
IA,Eddyville city,46518
IA,Edgewood city,48214
IA,Elberon city,53333
IA,Eldon city,33083
IA,Eldora city,46776
IA,Eldridge city,57750
IA,Elgin city,44779
IA,Elkader city,46136
IA,Elkhart city,51750
IA,Elk Horn city,48000
IA,Elkport city,30250
IA,Elk Run Heights city,52188
IA,Elliott city,45250
IA,Ellston city,63750
IA,Ellsworth city,53393
IA,Elma city,38889
IA,Ely city,96667
IA,Emerson city,51645
IA,Emmetsburg city,41964
IA,Epworth city,70380
IA,Essex city,48500
IA,Estherville city,43536
IA,Evansdale city,43492
IA,Everly city,56250
IA,Exira city,36442
IA,Exline city,33333
IA,Fairbank city,58472
IA,Fairfax city,87548
IA,Fairfield city,37162
IA,Farley city,75583
IA,Farmersburg city,40938
IA,Farmington city,38056
IA,Farnhamville city,39375
IA,Farragut city,47813
IA,Fayette city,28125
IA,Fenton city,49583
IA,Ferguson city,45893
IA,Fertile city,43393
IA,Floris city,44286
IA,Floyd city,41250
IA,Fonda city,39750
IA,Fontanelle city,38958
IA,Forest City city,46146
IA,Fort Atkinson city,37813
IA,Fort Dodge city,39315
IA,Fort Madison city,42595
IA,Fostoria city,62917
IA,Franklin city,53125
IA,Fraser city,71000
IA,Fredericksburg city,36950
IA,Frederika city,42969
IA,Fredonia city,48958
IA,Fremont city,41319
IA,Fruitland city,80217
IA,Galva city,43250
IA,Garber city,55625
IA,Garden Grove city,42813
IA,Garnavillo city,46750
IA,Garner city,58323
IA,Garrison city,50625
IA,Garwin city,49531
IA,Geneva city,34375
IA,George city,50795
IA,Gibson city,37500
IA,Gilbert city,80833
IA,Gilbertville city,51696
IA,Gilman city,54250
IA,Gilmore City city,38125
IA,Gladbrook city,60078
IA,Glenwood city,53229
IA,Glidden city,55625
IA,Goldfield city,39417
IA,Goodell city,37500
IA,Goose Lake city,70417
IA,Gowrie city,43250
IA,Graettinger city,41103
IA,Graf city,65417
IA,Grafton city,33333
IA,Grand Junction city,40156
IA,Grand Mound city,61250
IA,Grand River city,24844
IA,Grandview city,45250
IA,Granger city,71250
IA,Grant city,29375
IA,Granville city,59167
IA,Gravity city,38056
IA,Gray city,80833
IA,Greeley city,43393
IA,Greene city,47344
IA,Greenfield city,41823
IA,Greenville city,41250
IA,Grimes city,77652
IA,Grinnell city,45365
IA,Griswold city,43696
IA,Grundy Center city,50000
IA,Gruver city,47000
IA,Guernsey city,39583
IA,Guthrie Center city,37833
IA,Guttenberg city,38553
IA,Halbur city,58750
IA,Hamburg city,34931
IA,Hamilton city,50700
IA,Hampton city,45942
IA,Hancock city,47917
IA,Hanlontown city,55000
IA,Hansell city,55833
IA,Harcourt city,48750
IA,Hardy city,58750
IA,Harlan city,42378
IA,Harper city,55625
IA,Harpers Ferry city,39250
IA,Harris city,34107
IA,Hartford city,56094
IA,Hartley city,44301
IA,Hartwick city,56250
IA,Harvey city,44375
IA,Hastings city,28571
IA,Havelock city,28750
IA,Haverhill city,69583
IA,Hawarden city,47171
IA,Hawkeye city,42000
IA,Hayesville city,33333
IA,Hazleton city,40565
IA,Hedrick city,28333
IA,Henderson city,36563
IA,Hiawatha city,51127
IA,Hills city,50417
IA,Hillsboro city,37981
IA,Hinton city,64091
IA,Holland city,54375
IA,Holstein city,47708
IA,Holy Cross city,52292
IA,Hopkinton city,42250
IA,Hornick city,41944
IA,Hospers city,54500
IA,Houghton city,66875
IA,Hubbard city,48864
IA,Hudson city,77969
IA,Hull city,52969
IA,Humboldt city,43504
IA,Humeston city,39286
IA,Huxley city,64549
IA,Ida Grove city,40294
IA,Independence city,50036
IA,Indianola city,49708
IA,Inwood city,44886
IA,Ionia city,50625
IA,Iowa City city,42375
IA,Iowa Falls city,48118
IA,Ireton city,48000
IA,Irwin city,40795
IA,Jackson Junction city,48750
IA,Jamaica city,40417
IA,Janesville city,52625
IA,Jefferson city,44184
IA,Jesup city,56898
IA,Jewell Junction city,51613
IA,Johnston city,97457
IA,Joice city,36458
IA,Jolley city,27500
IA,Kalona city,41204
IA,Kamrar city,38125
IA,Kanawha city,39028
IA,Kellerton city,36563
IA,Kelley city,71667
IA,Kellogg city,48482
IA,Kensett city,26932
IA,Keokuk city,33608
IA,Keomah Village city,60625
IA,Keosauqua city,42788
IA,Keota city,43015
IA,Keswick city,41635
IA,Keystone city,56161
IA,Kimballton city,37188
IA,Kingsley city,61161
IA,Kinross city,35000
IA,Kirkman city,45750
IA,Kirkville city,45833
IA,Kiron city,35625
IA,Klemme city,46979
IA,Knierim city,53438
IA,Knoxville city,41225
IA,Lacona city,40179
IA,Ladora city,42750
IA,Lake City city,39115
IA,Lake Mills city,42760
IA,Lake Park city,58750
IA,Lakeside city,67083
IA,Lake View city,50000
IA,Lakota city,30833
IA,Lambs Grove city,65938
IA,Lamoni city,32277
IA,Lamont city,42031
IA,La Motte city,57500
IA,Lanesboro city,30313
IA,Lansing city,36000
IA,La Porte City city,50281
IA,Larchwood city,54205
IA,Larrabee city,39545
IA,Latimer city,40417
IA,Laurel city,41477
IA,Laurens city,38125
IA,Lawler city,46250
IA,Lawton city,65556
IA,Le Claire city,77127
IA,Ledyard city,34167
IA,Le Grand city,55357
IA,Lehigh city,30375
IA,Leighton city,50000
IA,Leland city,35938
IA,Le Mars city,50283
IA,Lenox city,36741
IA,Leon city,36172
IA,Lester city,56731
IA,Letts city,46250
IA,Lewis city,41125
IA,Libertyville city,55357
IA,Lidderdale city,44306
IA,Lime Springs city,48056
IA,Lincoln city,28333
IA,Linden city,35000
IA,Lineville city,35833
IA,Linn Grove city,39375
IA,Lisbon city,49135
IA,Liscomb city,54375
IA,Little Rock city,51719
IA,Little Sioux city,32500
IA,Livermore city,54500
IA,Lockridge city,37500
IA,Logan city,58125
IA,Lohrville city,46375
IA,Lone Rock city,45313
IA,Lone Tree city,61667
IA,Long Grove city,93750
IA,Lorimor city,34688
IA,Lost Nation city,40714
IA,Lovilia city,42273
IA,Lowden city,38056
IA,Low Moor city,44167
IA,Luana city,43250
IA,Lucas city,50938
IA,Luther city,65250
IA,Lu Verne city,34250
IA,Luxemburg city,46875
IA,Luzerne city,57500
IA,Lynnville city,62981
IA,Lytton city,46250
IA,McCallsburg city,44375
IA,McCausland city,64896
IA,McClelland city,66250
IA,Macedonia city,51250
IA,McGregor city,39327
IA,McIntire city,31500
IA,Macksburg city,42188
IA,Madrid city,54444
IA,Magnolia city,49375
IA,Maharishi Vedic City city,55313
IA,Malcom city,39712
IA,Mallard city,35972
IA,Maloy city,61250
IA,Malvern city,61842
IA,Manchester city,45616
IA,Manilla city,35536
IA,Manly city,42434
IA,Manning city,42548
IA,Manson city,37434
IA,Mapleton city,40294
IA,Maquoketa city,39269
IA,Marathon city,37250
IA,Marble Rock city,38438
IA,Marcus city,52143
IA,Marengo city,44045
IA,Marion city,64527
IA,Marne city,43750
IA,Marquette city,34808
IA,Marshalltown city,50396
IA,Martelle city,46667
IA,Martensdale city,51964
IA,Martinsburg city,56458
IA,Marysville city,40250
IA,Mason City city,43525
IA,Masonville city,28438
IA,Massena city,36250
IA,Matlock city,71875
IA,Maurice city,56406
IA,Maxwell city,65625
IA,Maynard city,44000
IA,Maysville city,33214
IA,Mechanicsville city,54250
IA,Mediapolis city,50333
IA,Melbourne city,48194
IA,Melcher-Dallas city,37586
IA,Melrose city,41250
IA,Melvin city,46250
IA,Menlo city,41500
IA,Meriden city,44375
IA,Merrill city,52500
IA,Meservey city,50625
IA,Middletown city,49643
IA,Miles city,49000
IA,Milford city,47024
IA,Millersburg city,52857
IA,Millerton city,38750
IA,Milo city,57566
IA,Milton city,38036
IA,Minburn city,44318
IA,Minden city,62917
IA,Mingo city,35313
IA,Missouri Valley city,44150
IA,Mitchell city,41250
IA,Mitchellville city,54107
IA,Modale city,51167
IA,Mondamin city,45682
IA,Monmouth city,40000
IA,Monona city,48209
IA,Monroe city,55714
IA,Montezuma city,50966
IA,Monticello city,47083
IA,Montour city,57321
IA,Montrose city,44444
IA,Moorhead city,32750
IA,Moorland city,38125
IA,Moravia city,41196
IA,Morley city,30313
IA,Morning Sun city,47778
IA,Morrison city,56250
IA,Moulton city,32083
IA,Mount Auburn city,45417
IA,Mount Ayr city,45688
IA,Mount Pleasant city,45539
IA,Mount Union city,41667
IA,Mount Vernon city,68910
IA,Moville city,56250
IA,Murray city,40417
IA,Muscatine city,44601
IA,Mystic city,28906
IA,Nashua city,46121
IA,Nemaha city,40000
IA,Neola city,47969
IA,Nevada city,55657
IA,New Albin city,26912
IA,Newell city,55500
IA,Newhall city,66771
IA,New Hampton city,41455
IA,New Hartford city,47065
IA,New Liberty city,56563
IA,New London city,46830
IA,New Market city,42321
IA,New Providence city,49500
IA,New Sharon city,57065
IA,Newton city,46512
IA,New Vienna city,55469
IA,New Virginia city,58438
IA,Nichols city,51250
IA,Nodaway city,35000
IA,Nora Springs city,42500
IA,Northboro city,31250
IA,North Buena Vista city,30250
IA,North English city,46625
IA,North Liberty city,72451
IA,North Washington city,47188
IA,Northwood city,39583
IA,Norwalk city,79252
IA,Norway city,48516
IA,Numa city,37500
IA,Oakland city,67386
IA,Oakland Acres city,82083
IA,Oakville city,27500
IA,Ocheyedan city,42188
IA,Odebolt city,47727
IA,Oelwein city,37875
IA,Ogden city,50313
IA,Okoboji city,56932
IA,Olds city,50313
IA,Olin city,40179
IA,Ollie city,40469
IA,Onawa city,31610
IA,Onslow city,40938
IA,Orange City city,62568
IA,Orchard city,50000
IA,Orient city,44063
IA,Orleans city,67614
IA,Osage city,48059
IA,Osceola city,40204
IA,Oskaloosa city,40016
IA,Ossian city,51583
IA,Osterdock city,68125
IA,Otho city,42232
IA,Oto city,38438
IA,Ottosen city,40000
IA,Ottumwa city,38570
IA,Owasa city,26875
IA,Oxford city,60441
IA,Oxford Junction city,35417
IA,Oyens city,62813
IA,Pacific Junction city,39688
IA,Packwood city,58500
IA,Palmer city,43750
IA,Palo city,69444
IA,Panama city,54792
IA,Panora city,46371
IA,Panorama Park city,47500
IA,Parkersburg city,43452
IA,Parnell city,57750
IA,Paton city,54375
IA,Patterson city,50000
IA,Paullina city,54375
IA,Pella city,55551
IA,Peosta city,81397
IA,Perry city,42225
IA,Persia city,55714
IA,Peterson city,38750
IA,Pierson city,36250
IA,Pilot Mound city,32188
IA,Pisgah city,36875
IA,Plainfield city,52917
IA,Plano city,43750
IA,Pleasant Hill city,72431
IA,Pleasanton city,37083
IA,Pleasant Plain city,36875
IA,Pleasantville city,48100
IA,Plover city,36250
IA,Plymouth city,48438
IA,Pocahontas city,41447
IA,Polk City city,78903
IA,Pomeroy city,37986
IA,Portsmouth city,46250
IA,Postville city,33944
IA,Prairieburg city,44063
IA,Prairie City city,58173
IA,Prescott city,52500
IA,Preston city,46635
IA,Primghar city,51042
IA,Princeton city,62500
IA,Promise City city,53750
IA,Protivin city,40000
IA,Pulaski city,51250
IA,Quasqueton city,42697
IA,Quimby city,40625
IA,Radcliffe city,53333
IA,Rake city,27750
IA,Ralston city,38750
IA,Randalia city,40625
IA,Randall city,43750
IA,Randolph city,47969
IA,Rathbun city,36250
IA,Raymond city,66250
IA,Readlyn city,59750
IA,Reasnor city,38750
IA,Redding city,36250
IA,Redfield city,47171
IA,Red Oak city,31943
IA,Reinbeck city,50563
IA,Rembrandt city,38125
IA,Remsen city,51339
IA,Renwick city,41250
IA,Rhodes city,45000
IA,Riceville city,39896
IA,Richland city,51875
IA,Rickardsville city,72778
IA,Ricketts city,47375
IA,Ridgeway city,47708
IA,Rinard city,48125
IA,Ringsted city,36563
IA,Rippey city,46607
IA,Riverdale city,68750
IA,Riverside city,51250
IA,Riverton city,52583
IA,Robins city,110188
IA,Rock Falls city,44107
IA,Rockford city,42917
IA,Rock Rapids city,54583
IA,Rock Valley city,61360
IA,Rockwell city,53421
IA,Rockwell City city,42450
IA,Rodman city,26667
IA,Rodney city,16944
IA,Roland city,71705
IA,Rolfe city,38472
IA,Rome city,43750
IA,Rose Hill city,30000
IA,Rossie city,51875
IA,Rowan city,31731
IA,Rowley city,52396
IA,Royal city,42500
IA,Rudd city,41667
IA,Runnells city,71250
IA,Russell city,32188
IA,Ruthven city,39375
IA,Rutland city,35625
IA,Ryan city,55000
IA,Sabula city,48688
IA,Sac City city,45528
IA,Sageville city,51250
IA,St. Ansgar city,49635
IA,St. Anthony city,32000
IA,St. Charles city,66771
IA,St. Donatus city,51071
IA,St. Lucas city,57273
IA,St. Marys city,73750
IA,St. Olaf city,39028
IA,St. Paul city,54750
IA,Salem city,33182
IA,Salix city,55625
IA,Sanborn city,48419
IA,Sandyville city,30625
IA,Scarville city,37500
IA,Schaller city,41875
IA,Schleswig city,50278
IA,Scranton city,43929
IA,Searsboro city,30417
IA,Sergeant Bluff city,82419
IA,Seymour city,27639
IA,Shambaugh city,41875
IA,Shannon City city,32292
IA,Sharpsburg city,31875
IA,Sheffield city,48036
IA,Shelby city,44167
IA,Sheldahl city,56250
IA,Sheldon city,51500
IA,Shell Rock city,50324
IA,Shellsburg city,48162
IA,Shenandoah city,36541
IA,Sherrill city,68750
IA,Shueyville city,111875
IA,Sibley city,40602
IA,Sidney city,48636
IA,Sigourney city,39750
IA,Silver City city,69375
IA,Sioux Center city,66906
IA,Sioux City city,43888
IA,Sioux Rapids city,39375
IA,Slater city,72222
IA,Sloan city,57656
IA,Smithland city,38750
IA,Soldier city,38750
IA,Solon city,75833
IA,Somers city,42813
IA,South English city,48750
IA,Spencer city,45688
IA,Spillville city,38438
IA,Spirit Lake city,56485
IA,Spragueville city,25750
IA,Springbrook city,60625
IA,Spring Hill city,38750
IA,Springville city,58825
IA,Stacyville city,37500
IA,Stanhope city,44167
IA,Stanley city,41875
IA,Stanton city,61458
IA,Stanwood city,49167
IA,State Center city,52917
IA,Steamboat Rock city,39250
IA,Stockport city,32019
IA,Stockton city,52500
IA,Storm Lake city,43539
IA,Story City city,52330
IA,Stout city,57750
IA,Stratford city,45250
IA,Strawberry Point city,43700
IA,Struble city,59688
IA,Stuart city,38250
IA,Sully city,59018
IA,Sumner city,51298
IA,Superior city,48750
IA,Sutherland city,44896
IA,Swaledale city,38077
IA,Swan city,23750
IA,Swea City city,31522
IA,Swisher city,74615
IA,Tabor city,57083
IA,Tama city,51741
IA,Templeton city,49375
IA,Tennant city,36667
IA,Terril city,35625
IA,Thayer city,43750
IA,Thompson city,41953
IA,Thor city,48000
IA,Thornburg city,48750
IA,Thornton city,39423
IA,Thurman city,49063
IA,Tiffin city,57125
IA,Tingley city,40625
IA,Tipton city,50734
IA,Titonka city,35769
IA,Toledo city,46406
IA,Toronto city,45000
IA,Traer city,53676
IA,Treynor city,70000
IA,Tripoli city,47313
IA,Truesdale city,40000
IA,Truro city,50789
IA,Turin city,41250
IA,Udell city,28125
IA,Underwood city,74600
IA,Union city,41705
IA,Unionville city,40625
IA,University Heights city,52386
IA,University Park city,46719
IA,Urbana city,74286
IA,Urbandale city,78059
IA,Ute city,35500
IA,Vail city,43359
IA,Valeria city,53750
IA,Van Horne city,50000
IA,Van Meter city,83889
IA,Van Wert city,28000
IA,Varina city,30833
IA,Ventura city,67422
IA,Victor city,43542
IA,Villisca city,32042
IA,Vincent city,51250
IA,Vining city,61667
IA,Vinton city,48930
IA,Volga city,34333
IA,Wadena city,40139
IA,Wahpeton city,64643
IA,Walcott city,49583
IA,Walford city,92284
IA,Walker city,63750
IA,Wallingford city,53750
IA,Wall Lake city,48646
IA,Walnut city,42308
IA,Wapello city,44112
IA,Washington city,45013
IA,Washta city,34583
IA,Waterloo city,41933
IA,Waterville city,42500
IA,Waucoma city,37639
IA,Waukee city,77200
IA,Waukon city,39417
IA,Waverly city,61506
IA,Wayland city,51563
IA,Webb city,41750
IA,Webster city,41250
IA,Webster City city,42011
IA,Weldon city,31250
IA,Wellman city,56983
IA,Wellsburg city,47019
IA,Welton city,68750
IA,Wesley city,46750
IA,West Bend city,44766
IA,West Branch city,60650
IA,West Burlington city,38314
IA,West Chester city,31429
IA,West Des Moines city,71200
IA,Westfield city,40417
IA,Westgate city,52361
IA,West Liberty city,54408
IA,West Okoboji city,50833
IA,Westphalia city,41964
IA,West Point city,52768
IA,Westside city,52250
IA,West Union city,40980
IA,Westwood city,82917
IA,What Cheer city,31518
IA,Wheatland city,48229
IA,Whiting city,38558
IA,Whittemore city,42500
IA,Whitten city,39375
IA,Willey city,69375
IA,Williams city,52000
IA,Williamsburg city,54367
IA,Williamson city,40000
IA,Wilton city,51726
IA,Windsor Heights city,57627
IA,Winfield city,41875
IA,Winterset city,41289
IA,Winthrop city,54779
IA,Wiota city,39167
IA,Woden city,40417
IA,Woodbine city,44688
IA,Woodburn city,34605
IA,Woodward city,58125
IA,Woolstock city,45714
IA,Worthington city,61136
IA,Wyoming city,41750
IA,Yale city,44000
IA,Yorktown city,38750
IA,Zearing city,57031
IA,Zwingle city,42292
KS,Abbyville city,42500
KS,Abilene city,49813
KS,Admire city,36750
KS,Agenda city,27083
KS,Agra city,41250
KS,Albert city,56250
KS,Alden city,60625
KS,Alexander city,45625
KS,Allen city,39500
KS,Alma city,43889
KS,Almena city,39896
KS,Altamont city,47321
KS,Alta Vista city,43409
KS,Alton city,29722
KS,Altoona city,35250
KS,Americus city,40455
KS,Andale city,72188
KS,Andover city,83608
KS,Anthony city,37826
KS,Arcadia city,18194
KS,Argonia city,50083
KS,Arkansas City city,38757
KS,Arlington city,37313
KS,Arma city,33500
KS,Ashland city,46058
KS,Assaria city,51250
